content,cleaned_content,score,sentiment,label_used,text_source
"I cant login, it says my session is expired! I tried many times and it still the same. Very disappointed!!",cant login say session expired tried many time still disappointed,1,negative,negative,score_augmented
"First time using the application but what I can say is Jenius is mobile banking application that is simple to use. With just one application, I can top up numerous e-wallets and make a free transfer to another bank. My bills, including those for internet, energy, and even topping up my Spotify and Netflix accounts, are now easy to pay thanks to the fantastic financial management tool. It's extremelly helpful.",first time using application say jenius mobile banking application simple use one application top numerous ewallets make free transfer another bank bill including internet energy even topping spotify netflix account easy pay thanks fantastic financial management tool extremelly helpful,5,positive,positive,score_augmented
Aktivasinya gampang banget. Praktis pokoknya,aktivasinya gampang banget praktis pokoknya,5,positive,positive,score_augmented
Good,good,5,positive,positive,score_augmented
Sangat membantu saya dalam menabung! Aplikasi mobile banking yang bagus! Keep up!,sangat membantu saya dalam menabung aplikasi mobile banking yang bagus keep,5,positive,positive,score_augmented
"hati2 dengan biaya feesible, bisa ditarik 12 bulan langsung (120rb). klo ada yg punya KK Jenius tp tidak menggunakan rekening debit, jgn pernah mau ditawari program flexi cash, jgn pernah setor duit ke rekening debit, krn langaung dipotomg 120rb di depan",hati dengan biaya feesible bisa ditarik bulan langsung rb klo ada yg punya kk jenius tp tidak menggunakan rekening debit jgn pernah mau ditawari program flexi cash jgn pernah setor duit ke rekening debit krn langaung dipotomg rb di depan,1,negative,negative,score_augmented
"Harus matikan notif, karena banyak notifikasi yang tidak berguna. Diantaranya: marketing yg tidak relevan(ex: promo hanya u/ kota Jakarta), pemberitahuan keamanan data pelanggan yg itu² saja.",harus matikan notif karena banyak notifikasi yang tidak berguna diantaranya marketing yg tidak relevanex promo hanya u kota jakarta pemberitahuan keamanan data pelanggan yg itu saja,2,negative,negative,score_augmented
"I used to like the apps so much. But now i cant event log in using my fingerprint! Not to mention, the aps is very laggy. Please help to fix this before you lose all the customers.",used like apps much cant event log using fingerprint mention aps laggy please help fix lose customer,1,negative,negative,score_augmented
Bisa ga kalo saldo cc ga cukup tuh kita dikasih notif lewat email kek watsap kek sms kek! tau2 denda 5000 sehari 3x selama 2 hari padahal saldo utama ada tp ga sadar kalo di cc nya tinggal 10rb. Ga semua orang aware sm tanggal kita resubscribe kapan. Tau2 saldo dipotong denda sampe berkali2 begitu tanpa notif apa2 tuh bener2 mengecewakan 👍,bisa ga kalo saldo cc ga cukup tuh kita dikasih notif lewat email kek watsap kek sm kek tau denda sehari x selama hari padahal saldo utama ada tp ga sadar kalo di cc nya tinggal rb ga semua orang aware sm tanggal kita resubscribe kapan tau saldo dipotong denda sampe berkali begitu tanpa notif apa tuh bener mengecewakan,1,negative,negative,score_augmented
"The feature on this app was great, but dissapointed bcs it takes several times. Since 2017 I use this app, there's nothing improvement about the loading process or waiting time after I make transaction. Hope it can be the concern for next update.. [Edited] I use mid-end device, so I think theres no issue with my device.",feature app great dissapointed bcs take several time since use app there nothing improvement loading process waiting time make transaction hope concern next update edited use midend device think there issue device,4,positive,positive,score_augmented
"Aplikasinya gampang dimengerti, bagus banget, cepet juga, buat top up game atau yang lainnya juga gampang. Nggak nyesel download pokoknya",aplikasinya gampang dimengerti bagus banget cepet juga buat top game atau yang lainnya juga gampang nggak nyesel download pokoknya,5,positive,positive,score_augmented
yallah mau pindahin device aja susah banget,yallah mau pindahin device aja susah banget,1,negative,negative,score_augmented
"Ini aplikasi yang paling tidak responsif yang pernah saya pakai, terutama bagian help desk. Waktunya terlalu singkat untuk input, dan langsung minta password lagi. Help desk agent yang seharusnya manusia ternyata robot juga, jadi tidak ada solusi. E-card debitnya hanya bisa dipakai sekali saja, selanjutnya udah ditolak.",ini aplikasi yang paling tidak responsif yang pernah saya pakai terutama bagian help desk waktunya terlalu singkat untuk input dan langsung minta password lagi help desk agent yang seharusnya manusia ternyata robot juga jadi tidak ada solusi ecard debitnya hanya bisa dipakai sekali saja selanjutnya udah ditolak,1,negative,negative,score_augmented
"Seringkali loading lambat, dan nge blank saat akan digunakan transaksi",seringkali loading lambat dan nge blank saat akan digunakan transaksi,3,neutral,neutral,score_augmented
"sebelumnya sempat forceclose setelah login, skrg sudah bisa lagi. Masalah yang belum terselesaikan yaitu ketika saya keluar aplikasi sebentar tanpa logout, aplikasi langsung error. Ini sangat repot kalau kita sedang ingin memasukan kode OTP. device yang di gunakan xiaomi redmi note 3 pro",sebelumnya sempat forceclose setelah login skrg sudah bisa lagi masalah yang belum terselesaikan yaitu ketika saya keluar aplikasi sebentar tanpa logout aplikasi langsung error ini sangat repot kalau kita sedang ingin memasukan kode otp device yang di gunakan xiaomi redmi note pro,3,neutral,neutral,score_augmented
The best lahhhh Jeninus🥰 akun perbankan yang sangat memudahkan kita untuk melakukan transaksi apapun!!!,best lahhhh jeninus akun perbankan yang sangat memudahkan kita untuk melakukan transaksi apapun,5,positive,positive,score_augmented
"Proses unlink device sangat menyulitkan, sampai saat ini saya tidak bisa masuk ke dalam aplikasi",prose unlink device sangat menyulitkan sampai saat ini saya tidak bisa masuk ke dalam aplikasi,1,negative,negative,score_augmented
"Aplikasi mudah digunakan dengan UI UX yang simple dan mempermudah untuk menabung, top up e-wallet, dan transaksi lainnya.",aplikasi mudah digunakan dengan ui ux yang simple dan mempermudah untuk menabung top ewallet dan transaksi lainnya,5,positive,positive,score_augmented
update menjadikan apps otomatis close saat buka menu card,update menjadikan apps otomatis close saat buka menu card,1,negative,negative,score_augmented
"gajelas, mau bangkrut kali. gausah download.",gajelas mau bangkrut kali gausah download,1,negative,negative,score_augmented
2 tumbs up,tumbs,5,positive,positive,score_augmented
"Well, hello Jenius team..after all reviews for the app, yes actually it's very sluggish app..i remember you held jenius co-create, you have a good programmer ie UI/UX with react etc..how about implementation ? Big Zero, i have big hope for you but i give up",well hello jenius teamafter review app yes actually sluggish appi remember held jenius cocreate good programmer ie uiux react etchow implementation big zero big hope give,1,negative,negative,score_augmented
"kode verifikasi ga masuk, gimana mau buat akunnya?",kode verifikasi ga masuk gimana mau buat akunnya,1,negative,negative,score_augmented
bank dengan pelayanan terburuk!!,bank dengan pelayanan terburuk,1,negative,negative,score_augmented
"Dulu terbantu banget sama aplikasi inj, sekarang kenapa jadi aplikasi jebakan batman. Pertama, gw pinjem loan udah gw bayar sesuai sebelum jatuh tempo, tiba2 tanpa notif apapun ada fee bulanan, dan jadinya muncul denda. Kedua, mau nabung, cuma males ini fee nya gede banget, bukan saving money malah losing money. Ketiga, kok gw rasa kurang transparan atau sulit digunakan, contohnya mau transfer/deposit tapi ada fee yang harus gw itung dulu biar ga kurang bayar. Ah ribet. Uninstall aja.",dulu terbantu banget sama aplikasi inj sekarang kenapa jadi aplikasi jebakan batman pertama gw pinjem loan udah gw bayar sesuai sebelum jatuh tempo tiba tanpa notif apapun ada fee bulanan dan jadinya muncul denda kedua mau nabung cuma male ini fee nya gede banget bukan saving money malah losing money ketiga kok gw rasa kurang transparan atau sulit digunakan contohnya mau transferdeposit tapi ada fee yang harus gw itung dulu biar ga kurang bayar ah ribet uninstall aja,1,negative,negative,score_augmented
aplikasi nya bagus dan simple untuk digunakan,aplikasi nya bagus dan simple untuk digunakan,5,positive,positive,score_augmented
"Terlalu lama dan berat, kebutuhan transaksi mlh jd terhambat",terlalu lama dan berat kebutuhan transaksi mlh jd terhambat,1,negative,negative,score_augmented
lemot,lemot,1,negative,negative,score_augmented
Slow app,slow app,3,neutral,neutral,score_augmented
Aplikasi bank digital yang mudah penggunaannya,aplikasi bank digital yang mudah penggunaannya,5,positive,positive,score_augmented
"I used to like this apps, but today had a bad experience with the customer service. My problem was solved after calling 4 CS and I got so much amout of charge. Hopefully it won't happen next time.",used like apps today bad experience customer service problem solved calling c got much amout charge hopefully wont happen next time,1,negative,negative,score_augmented
Ga bs login oii. Your session has expired terus. Gmn inii?,ga b login oii session expired terus gmn inii,1,negative,negative,score_augmented
"Whats wrong with this apps, i cant even login",whats wrong apps cant even login,1,negative,negative,score_augmented
login aj susahnya minta ampun,login aj susahnya minta ampun,1,negative,negative,score_augmented
Aplikasi Jenius sangat mudah digunakan. Ada banyak fitur yang membantu mempermudah dan mempercepat transaksi,aplikasi jenius sangat mudah digunakan ada banyak fitur yang membantu mempermudah dan mempercepat transaksi,5,positive,positive,score_augmented
"BALIKIN DUIT GUA, UTUH !!! SISTEM TIDAK JELAS !!!",balikin duit gua utuh sistem tidak jelas,1,negative,negative,score_augmented
Aplikasi yg sangat bagus dan sangat membantu juga gampang digunakan dlm segala perbankan.,aplikasi yg sangat bagus dan sangat membantu juga gampang digunakan dlm segala perbankan,5,positive,positive,score_augmented
"Aplikasi yang bagus, aktivasinya cepat dan mudah",aplikasi yang bagus aktivasinya cepat dan mudah,5,positive,positive,score_augmented
Jenius bangett,jenius bangett,5,positive,positive,score_augmented
this app is too slow. please improve,app slow please improve,1,negative,negative,score_augmented
Makin lambat dan berat hanya untuk membuka aplikasi. Bank digital tapi tidak membuat nyaman nasabah,makin lambat dan berat hanya untuk membuka aplikasi bank digital tapi tidak membuat nyaman nasabah,1,negative,negative,score_augmented
"Seteleh saya install aplikasi jenius dan mengaksesnya ternyata ui ux simpel sekali jadi mudah dipahami walau baru pertama kali, menabung jadi mudah, top up juga instant, mau beli netflix pakai mobile banking jenius sangat gampang. Jenius untuk semuanya.",seteleh saya install aplikasi jenius dan mengaksesnya ternyata ui ux simpel sekali jadi mudah dipahami walau baru pertama kali menabung jadi mudah top juga instant mau beli netflix pakai mobile banking jenius sangat gampang jenius untuk semuanya,5,positive,positive,score_augmented
aplikasi digital terbaik pokoknya,aplikasi digital terbaik pokoknya,5,positive,positive,score_augmented
"Nice app, easy to use, use one app to do every that you need.",nice app easy use use one app every need,5,positive,positive,score_augmented
Keeps logging me out when I try to log in. I don't use this app much anyway. GoJek or Dana is always the better option,keep logging try log dont use app much anyway gojek dana always better option,1,negative,negative,score_augmented
Ribet klo hp rusak musti nelpon cs bayar pulsa lagi... Minimal 10 rb....,ribet klo hp rusak musti nelpon c bayar pulsa lagi minimal rb,1,negative,negative,score_augmented
"Adjustment transaksi dari jenius, bikin tagihan CC over berturut2 8 juta. Sistem chat CS menyulitkan, berkali2 terputus dan harus ulang dari awal. Kacau",adjustment transaksi dari jenius bikin tagihan cc berturut juta sistem chat c menyulitkan berkali terputus dan harus ulang dari awal kacau,1,negative,negative,score_augmented
Tidak bisa log in.. setiap mau pembayaran Qris. Sangat lambat,tidak bisa log setiap mau pembayaran qris sangat lambat,1,negative,negative,score_augmented
"Just like most people said, this app is stupid..people actually got paid to build this awful app. i gave pin and thumb. to enter..then to activate foreign currency you hav to get physical card..to get physical card needs password which you hav to do after calling call center, then app asks you cvv of you physical card which of course you dont have.. hahahaha, really genius these people..",like people said app stupidpeople actually got paid build awful app gave pin thumb enterthen activate foreign currency hav get physical cardto get physical card need password hav calling call center app asks cvv physical card course dont hahahaha really genius people,1,negative,negative,score_augmented
"Mau masuk aja g bisa, stuck di create pin, ga masuk2",mau masuk aja g bisa stuck di create pin ga masuk,1,negative,negative,score_augmented
Always log out though sign in even not completed yet,always log though sign even completed yet,2,negative,negative,score_augmented
"Tetap ga bisa dipakai! Ga ganti hp, cuma baru download aja lagi, tapi ga bisa dibuka!",tetap ga bisa dipakai ga ganti hp cuma baru download aja lagi tapi ga bisa dibuka,1,negative,negative,score_augmented
"Tidak ada perubahan sejak pertama kali menggunakan Jenius (belum dikenakan tarif 10.000 per bulan) sampai saat ini. Aplikasi terbilang sangat lamban meskipun sudah dikenakan ""feesible"" yang diharapkan mampu meningkatkan performa aplikasinya. Bayangkan menunggu waktu 30 detik untuk membuka aplikasi sampai di jendela keamanan, total 20 detik untuk membaca sidik jari hingga tampilan utama aplikasi. Dibandingkan dengan aplikasi mbanking lain.",tidak ada perubahan sejak pertama kali menggunakan jenius belum dikenakan tarif per bulan sampai saat ini aplikasi terbilang sangat lamban meskipun sudah dikenakan feesible yang diharapkan mampu meningkatkan performa aplikasinya bayangkan menunggu waktu detik untuk membuka aplikasi sampai di jendela keamanan total detik untuk membaca sidik jari hingga tampilan utama aplikasi dibandingkan dengan aplikasi mbanking lain,1,negative,negative,score_augmented
"sudah ke bptn, utk membenahi trouble session expired login.. tp tiap aplikasi ada update.. begitu lg masalahnya.. pdhl email pswd no hp sdh bener semua, hp jg msh sama 😂.. so ribetttt.. masak hrs ke bank lg. percuma dong psg aplikasi digital utk online kalau ujung2nya harus ke bank lg..",sudah ke bptn utk membenahi trouble session expired login tp tiap aplikasi ada update begitu lg masalahnya pdhl email pswd hp sdh bener semua hp jg msh sama ribetttt masak hr ke bank lg percuma dong psg aplikasi digital utk online kalau ujungnya harus ke bank lg,1,negative,negative,score_augmented
Appsnya rada lemot,appsnya rada lemot,4,positive,positive,score_augmented
"Session logout mulu, ga bisa login jadi nya..",session logout mulu ga bisa login jadi nya,3,neutral,neutral,score_augmented
"Aplikasi menabung favorit, semua jadi lebih mudah.",aplikasi menabung favorit semua jadi lebih mudah,5,positive,positive,score_augmented
App is good UI is okay. But the UX still doesn't work most of the time,app good ui okay ux still doesnt work time,3,neutral,neutral,score_augmented
Ini kenapa gagal terus sii login😬😬😬,ini kenapa gagal terus sii login,5,positive,positive,score_augmented
"Terbaik emang jenius, ga pernah nyesel make nya 👍🏻",terbaik emang jenius ga pernah nyesel make nya,5,positive,positive,score_augmented
aplikasi digital perbankan paling baik,aplikasi digital perbankan paling baik,5,positive,positive,score_augmented
Jenius tidak jenius. Mau login unknown error mulu. Udah di uninstall terus install lagi tetep aja gitu aja masalahnya. Nama jenius tapi kok app nya gak jenius,jenius tidak jenius mau login unknown error mulu udah di uninstall terus install lagi tetep aja gitu aja masalahnya nama jenius tapi kok app nya gak jenius,1,negative,negative,score_augmented
aplikasinya lag,aplikasinya lag,1,negative,negative,score_augmented
Great app! Easy to activate also easy to pay netflix using this app.,great app easy activate also easy pay netflix using app,5,positive,positive,score_augmented
"Registrasi sulit. 5x coba gak berhasil. Telfon call center, menunggu (on the phone, menunggu 2 hari. Ada jawaban katanya ada data yg gak diisi. Setelah diulang lagi, bisa masuk ke tahapan video call, mendapat email, ternyata gak berhasil & tidak dapat diaktifkan. Telfon lagi ke call center, katanya disuruh ke Booth Jenius, atau datang langsung ke Bank BTPN.. JENIUS banget ngerjain orang utk 2 hari registrasi & gagal pula",registrasi sulit x coba gak berhasil telfon call center menunggu phone menunggu hari ada jawaban katanya ada data yg gak diisi setelah diulang lagi bisa masuk ke tahapan video call mendapat email ternyata gak berhasil tidak dapat diaktifkan telfon lagi ke call center katanya disuruh ke booth jenius atau datang langsung ke bank btpn jenius banget ngerjain orang utk hari registrasi gagal pula,1,negative,negative,score_augmented
"Aktivasi nya mudah dan aplikasinya enak untuk dilihat. E wallet bikin mudah untuk menabung dimanapun, dan bisa membikin budget harian jadi lebih mudah dan transaksi apalagi online lebih mudah dimanapun dan kapanpun. Mantap banget pokoknya!",aktivasi nya mudah dan aplikasinya enak untuk dilihat e wallet bikin mudah untuk menabung dimanapun dan bisa membikin budget harian jadi lebih mudah dan transaksi apalagi online lebih mudah dimanapun dan kapanpun mantap banget pokoknya,5,positive,positive,score_augmented
"Hello there, Jenius used to be my favourite digital banking application beside my payroll bank for its abundance feature. But lately I have problem in which we failed to login to new device. It keeps giving me session expired error so I had to give this rating first😀 please fix it and I'll adjust the rating later. Thank you.",hello jenius used favourite digital banking application beside payroll bank abundance feature lately problem failed login new device keep giving session expired error give rating first please fix ill adjust rating later thank,2,negative,negative,score_augmented
Jenius memudahkan sekali dalam bertransaksi,jenius memudahkan sekali dalam bertransaksi,5,positive,positive,score_augmented
Aplikasi yang sangat membantu dalam menghemat transaksi antar bank👍,aplikasi yang sangat membantu dalam menghemat transaksi antar bank,5,positive,positive,score_augmented
Aplikasi Jenius yang modern sangat membantu dalam bertransaksi menjadi lebih efisien dan bebas biaya admin. It's a good apps.,aplikasi jenius yang modern sangat membantu dalam bertransaksi menjadi lebih efisien dan bebas biaya admin good apps,5,positive,positive,score_augmented
"tiap kali login muncul error ""Sorry, the connection was interrupt. please try again."". Bagaimana kita bisa percayakan uang kita di bank ini jika aplikasi nya aja banyak masalahnya???",tiap kali login muncul error sorry connection interrupt please try bagaimana kita bisa percayakan uang kita di bank ini jika aplikasi nya aja banyak masalahnya,1,negative,negative,score_augmented
Need more than 2weeks only for unlinked device.. Worse everrrr!,need week unlinked device worse everrrr,1,negative,negative,score_augmented
"padahal tadi malem login gampang aja, skarang tiba tiba gabisa login tanpa penjelasan apapun. searching kasus yang sama bahkan orang lain masih ada tulisan ""session expired"". yang saya gaada sama sekali.",padahal tadi malem login gampang aja skarang tiba tiba gabisa login tanpa penjelasan apapun searching kasus yang sama bahkan orang lain masih ada tulisan session expired yang saya gaada sama sekali,1,negative,negative,score_augmented
"Saya tutup akun rekening jenius karena mobile bankingnya lelet. selalu lambat dan kadang ngecrash, tiap transaksi bisa bisa sampai setengah jam baru kelar",saya tutup akun rekening jenius karena mobile bankingnya lelet selalu lambat dan kadang ngecrash tiap transaksi bisa bisa sampai setengah jam baru kelar,1,negative,negative,score_augmented
Can't even login In The Latest Version in my Handphone (Samsung Note 9). And cs not giving any solutions. Need to forceback to previouse version. But now can't even login to previous version becouse need upadate to latest version. Such a hell of fire🤬😡,cant even login latest version handphone samsung note c giving solution need forceback previouse version cant even login previous version becouse need upadate latest version hell fire,1,negative,negative,score_augmented
"berguna banget buat manage pengeluaran, ga nyesel deh pake Jenius!!! emang aplikasi the best",berguna banget buat manage pengeluaran ga nyesel deh pake jenius emang aplikasi best,5,positive,positive,score_augmented
Lemot,lemot,1,negative,negative,score_augmented
"Connect ke agent susah dan lama sekali. Sekalinya terhubung dengan cs, CSnya payah.. Ga paham permasalahan nasabah. Transaksi CC cancel tetap ditagihkan di splitpaynya. Kalau case saya resolved baru ganti bintang, sementara memang baru bintang 1.",connect ke agent susah dan lama sekali sekalinya terhubung dengan c csnya payah ga paham permasalahan nasabah transaksi cc cancel tetap ditagihkan di splitpaynya kalau case saya resolved baru ganti bintang sementara memang baru bintang,1,negative,negative,score_augmented
"Aplikasi perbankan termudah, dijamin nggak bakal nyesel.",aplikasi perbankan termudah dijamin nggak bakal nyesel,5,positive,positive,score_augmented
We paid 10000 a month and still must pay tax and transaction cost,paid month still must pay tax transaction cost,2,negative,negative,score_augmented
"aplikasi teror, sering ditelp nggak jelas",aplikasi teror sering ditelp nggak jelas,1,negative,negative,score_augmented
Menabung makin mudah dengan jenius,menabung makin mudah dengan jenius,5,positive,positive,score_augmented
"Tau ga yang nyebelin dari app ini, lemot banget. Kek jadi panik kalau mau dipake transaksi.",tau ga yang nyebelin dari app ini lemot banget kek jadi panik kalau mau dipake transaksi,3,neutral,neutral,score_augmented
Customer Service sangat slow respond,customer service sangat slow respond,1,negative,negative,score_augmented
"Unable to login, 'session expired' or something like that just appear when im done login, please do fix it, it almost have been more than 3 months",unable login session expired something like appear im done login please fix almost month,1,negative,negative,score_augmented
"Online bank ing pertama di Indonesia, tapi sekarang kalah sama pesaing baru, Superbank yang lebih flexible kreditnya bisa dilakukan pelunasan anytime.",online bank ing pertama di indonesia tapi sekarang kalah sama pesaing baru superbank yang lebih flexible kreditnya bisa dilakukan pelunasan anytime,2,negative,negative,score_augmented
aplikasi yang mudah digunakan👍,aplikasi yang mudah digunakan,5,positive,positive,score_augmented
Aplikasi digital perbankan yang bagus,aplikasi digital perbankan yang bagus,5,positive,positive,score_augmented
"dulu feasible bulanan sampai 20rb tapi aplikasi saja tetep laggy sampai sekarang 2024 tidak ada perubahan, dan layanan overall kurang transparan dan kompetitif dibanding bank digital lain",dulu feasible bulanan sampai rb tapi aplikasi saja tetep laggy sampai sekarang tidak ada perubahan dan layanan overall kurang transparan dan kompetitif dibanding bank digital lain,1,negative,negative,score_augmented
Lamaaaa,lamaaaa,1,negative,negative,score_augmented
"Udah aplikasinya lambat, plus down lagi saat lebaran.. Maaf ya BTPN, layanan anda minus.",udah aplikasinya lambat plus lagi saat lebaran maaf ya btpn layanan anda minus,1,negative,negative,score_augmented
"Fiturnya makin keren, skrg sudh ada estatement untuk semua tabungan dalam jenius, jadi ga usah ngecek satu2 transaksi dalam flexi saver dan dream saver! Such a life saver. Keep growing jenius! Saya ga pindah ke bank digital lain, terlanjur sayang...",fiturnya makin keren skrg sudh ada estatement untuk semua tabungan dalam jenius jadi ga usah ngecek satu transaksi dalam flexi saver dan dream saver life saver keep growing jenius saya ga pindah ke bank digital lain terlanjur sayang,5,positive,positive,score_augmented
"Suatu aplikasi mbanking terbaik, pokonya baguss deh jenius",suatu aplikasi mbanking terbaik pokonya baguss deh jenius,5,positive,positive,score_augmented
Infinity loading,infinity loading,1,negative,negative,score_augmented
Stupid app. Can't login after I reset my phone. No info about who to ask for help.,stupid app cant login reset phone info ask help,1,negative,negative,score_augmented
"Aplikasinya lemottt bgtt, mohon diupdate, sangat berguna tapi karna lemot saya jadi jarang pakai",aplikasinya lemottt bgtt mohon diupdate sangat berguna tapi karna lemot saya jadi jarang pakai,3,neutral,neutral,score_augmented
"Halo jenius, saya belum tahu sebelumnya bahwa ada aturan 1 akun 1 device. Mohon di update error message nya, karena pesan ""Session has Expired"" itu UX nya jelek sekali. User jadi kebingungan dan akhirnya ngasi bintang 1.",halo jenius saya belum tahu sebelumnya bahwa ada aturan akun device mohon di update error message nya karena pesan session expired itu ux nya jelek sekali user jadi kebingungan dan akhirnya ngasi bintang,3,neutral,neutral,score_augmented
Kadang gk bisa di buka loading nya lama trus error,kadang gk bisa di buka loading nya lama trus error,4,positive,positive,score_augmented
Tidak bisa login dengan perangkat baru. Jenius help pun tidak membantu,tidak bisa login dengan perangkat baru jenius help pun tidak membantu,1,negative,negative,score_augmented
game saya diapus ah jawir 😞,game saya diapus ah jawir,1,negative,negative,score_augmented
"Fingerprint login won't work in this update, unintuitive new UI",fingerprint login wont work update unintuitive new ui,2,negative,negative,score_augmented
Satu aplikasi yang bisa digunakan untuk seluruh transaksi. UI UX Simple dan fitur nya lengkap bgt. Ada gratis biaya transfer juga setiap bulan nya. Mantap!!,satu aplikasi yang bisa digunakan untuk seluruh transaksi ui ux simple dan fitur nya lengkap bgt ada gratis biaya transfer juga setiap bulan nya mantap,5,positive,positive,score_augmented
"Senang sekali ada aplikasi Jenius ini,, bank yang memahami kebutuhan customer. Thumbs up!",senang sekali ada aplikasi jenius ini bank yang memahami kebutuhan customer thumb,5,positive,positive,score_augmented
I cant logging suu,cant logging suu,1,negative,negative,score_augmented
Jenius aplikasi yang sangat mudah untuk digunakan. Tampilan ui/ux nya yang simple mempermudah dalam penggunaannya. Bayar spotify juga menjadi lebih mudah dan cepat dengan menggunakan aplikasi Jenius.,jenius aplikasi yang sangat mudah untuk digunakan tampilan uiux nya yang simple mempermudah dalam penggunaannya bayar spotify juga menjadi lebih mudah dan cepat dengan menggunakan aplikasi jenius,5,positive,positive,score_augmented
"App jelek busuk dengan banyak denda, harus unlink ribet",app jelek busuk dengan banyak denda harus unlink ribet,1,negative,negative,score_augmented
"This App Not Good , Say No to Instal App!!!",app good say instal app,1,negative,negative,score_augmented
"Aplikasi yang mudah digunakan, bisa untuk topup shopepay dan Netflix",aplikasi yang mudah digunakan bisa untuk topup shopepay dan netflix,5,positive,positive,score_augmented
Slow,slow,2,negative,negative,score_augmented
Susah login,susah login,3,neutral,neutral,score_augmented
Aplikasinya sangat membantu,aplikasinya sangat membantu,5,positive,positive,score_augmented
Oke,oke,5,positive,positive,score_augmented
"1. The app speed need improvement. Relatively slow. 2. The helpdesk chat need to be fixed, even though i already replied the message and waiting for the agent to answer, the system automatically closes the chat if there is no activities in 1 minutes. The system should keep it on if the agent still haven't replied the customer question. 3. the system keep asking me to pay the credit card bills although i have already paid the previous month billing. i overpaid twice for the previous month.",app speed need improvement relatively slow helpdesk chat need fixed even though already replied message waiting agent answer system automatically close chat activity minute system keep agent still havent replied customer question system keep asking pay credit card bill although already paid previous month billing overpaid twice previous month,1,negative,negative,score_augmented
"Unlink device dipersulit, boros pulsa. Bank digital tapi malah dipersulit untuk sekedar unlink device,not recommended kalau masih unlink device masih harus telpon dan bertele tele.ga berguna ada otp,pin dan ktp",unlink device dipersulit boros pulsa bank digital tapi malah dipersulit untuk sekedar unlink devicenot recommended kalau masih unlink device masih harus telpon dan bertele telega berguna ada otppin dan ktp,1,negative,negative,score_augmented
I can't even log in to my account.,cant even log account,1,negative,negative,score_augmented
Ribet prosesnya untuk unlink device Dan reset password,ribet prosesnya untuk unlink device dan reset password,1,negative,negative,score_augmented
super lemot,super lemot,2,negative,negative,score_augmented
"Aplikasi perbankan yang paling parah yang pernah saya install di hp saya, saya menggunakannya bukan karena saya suka, tapi terpaksa, lemotnya seperti siput yg jalan di pasir garam, ampun dah, bisa bikin aplikasi nggak sih? Masa di hp saya aplikasi game berat masih mendingan daripada aplikasi ini",aplikasi perbankan yang paling parah yang pernah saya install di hp saya saya menggunakannya bukan karena saya suka tapi terpaksa lemotnya seperti siput yg jalan di pasir garam ampun dah bisa bikin aplikasi nggak sih masa di hp saya aplikasi game berat masih mendingan daripada aplikasi ini,1,negative,negative,score_augmented
Saldo awalnya tipu,saldo awalnya tipu,1,negative,negative,score_augmented
Aplikasinya sering slow response. Saat di halaman login sering lama loading sampai gabisa dipakai dan harus ganti ke metode penbayaran lain.,aplikasinya sering slow response saat di halaman login sering lama loading sampai gabisa dipakai dan harus ganti ke metode penbayaran lain,2,negative,negative,score_augmented
How come after updated I couldn't log in. Pls check if there was bugs in the updated version,come updated couldnt log pls check bug updated version,2,negative,negative,score_augmented
Lemot aplikasinya,lemot aplikasinya,1,negative,negative,score_augmented
Aplikasi ini sangat memudahkan kita untuk bertransaksi online... Dan aplikasi mendukung e-banking Dan pastinya safe,aplikasi ini sangat memudahkan kita untuk bertransaksi online dan aplikasi mendukung ebanking dan pastinya safe,5,positive,positive,score_augmented
"apk nya ngebug, mau update tabungan mingguan dream saver awalnya tanggalnya sesuai kayak sebelumnya, waktu mau disave tiba-tiba tanggal ganti jadi hari ini. udah dicoba berulang kali tetap begitu dan gak bisa ubah tangan secara manual",apk nya ngebug mau update tabungan mingguan dream saver awalnya tanggalnya sesuai kayak sebelumnya waktu mau disave tibatiba tanggal ganti jadi hari ini udah dicoba berulang kali tetap begitu dan gak bisa ubah tangan secara manual,2,negative,negative,score_augmented
"Proses pemindahan akun di device baru terlalu ribet. Tidak bisa langsung login di device baru. Harus 'unlink' dulu dengan cara menghubungi customer service. Memang untuk keamanan. Tapi dari sisi customer tidak nyaman, tidak user friendly. Jika memang harus proses unlink, setidaknya diberi fitur unlink di aplikasi, dan bisa unlink di device lama, sehingga di device baru bisa langsung digunakan, tidak harus menghubungi customer service hanya untuk pemindahan device. Mohon diperbaiki sistemnya.",prose pemindahan akun di device baru terlalu ribet tidak bisa langsung login di device baru harus unlink dulu dengan cara menghubungi customer service memang untuk keamanan tapi dari sisi customer tidak nyaman tidak user friendly jika memang harus prose unlink setidaknya diberi fitur unlink di aplikasi dan bisa unlink di device lama sehingga di device baru bisa langsung digunakan tidak harus menghubungi customer service hanya untuk pemindahan device mohon diperbaiki sistemnya,2,negative,negative,score_augmented
Aplikasi ini sangat berguna dan benar-benar memudahkan transaksi secara online. Aktivasinya mudah dan saya sangat suka fitur dream saver untuk menabung. Highly recommended,aplikasi ini sangat berguna dan benarbenar memudahkan transaksi secara online aktivasinya mudah dan saya sangat suka fitur dream saver untuk menabung highly recommended,5,positive,positive,score_augmented
Ga bs log in oi zzzzzz,ga b log oi zzzzzz,1,negative,negative,score_augmented
"Unstable and occasionally errors, please fix this stability issues first before adding any feature updates.",unstable occasionally error please fix stability issue first adding feature update,3,neutral,neutral,score_augmented
