content,cleaned_content,score,sentiment,label_used
Tidak bisa login,tidak bisa login,1,negative,negative
"Aplikasi ini bagus dong, mudah dan cepat. Salah satu e wallet yg aku pake, bisa buat menabung juga.",aplikasi ini bagus dong mudah dan cepat salah satu e wallet yg aku pake bisa buat menabung juga,5,positive,positive
"Appnya makin berat dan ngaco, tiap buka pasti minta settingan scan qris. Padahal make hp flagship terbaru tetep aja lemot ... tolong btpn diurusin ini appnya",appnya makin berat dan ngaco tiap buka pasti minta settingan scan qris padahal make hp flagship terbaru tetep aja lemot tolong btpn diurusin ini appnya,1,negative,negative
"Minta update terus, appnya di optimize lah biar gak berat. Mau check saldo aja banyak popup lala lele.",minta update terus appnya di optimize lah biar gak berat mau check saldo aja banyak popup lala lele,1,negative,negative
aneh ini gx bisa lihat transaksi lama,aneh ini gx bisa lihat transaksi lama,3,neutral,neutral
saya tidak bisa login dan saya butuh mengakses bank,saya tidak bisa login dan saya butuh mengakses bank,1,negative,negative
"Aplikasi keuangan paling recommended. Aktivasinya mudah, menabung jadi lebih gampang, sistem transaksinya user friendly. Aplikasi ini memang Jenius!!",aplikasi keuangan paling recommended aktivasinya mudah menabung jadi lebih gampang sistem transaksinya user friendly aplikasi ini memang jenius,5,positive,positive
"cocok banget nih buat aku yang suka nonton netflix, karena mudah banget",cocok banget nih buat aku yang suka nonton netflix karena mudah banget,5,positive,positive
"Your session has expired everytime try to log in? Hey jenius apps developer, how do we have confidence to deposit our money in your bank, while just logging in to application is difficult.",session expired everytime try log hey jenius apps developer confidence deposit money bank logging application difficult,1,negative,negative
It's a good app👏. Proses aktivasi nya sangat mudah.,good app prose aktivasi nya sangat mudah,5,positive,positive
keren banget aktivasi nya ga butuh waktu lama dan cepet👏🏻👏🏻,keren banget aktivasi nya ga butuh waktu lama dan cepet,5,positive,positive
Salah satu aplikasi mbanking termudah buat digunakan karena secara tampilan UI UX simple jadi mudah dimengerti terutama buat pengguna baru,salah satu aplikasi mbanking termudah buat digunakan karena secara tampilan ui ux simple jadi mudah dimengerti terutama buat pengguna baru,5,positive,positive
"Aplikasi yg bermanfaat! Selain bisa dipakai untuk menabung bisa juga dipakai untuk berlangganan netflix, spotify dll. Mbanking yg sangat mudah digunakan. Transfer gratis ke rekening manapun. Bisa sebagai e wallet juga dan aman.",aplikasi yg bermanfaat selain bisa dipakai untuk menabung bisa juga dipakai untuk berlangganan netflix spotify dll mbanking yg sangat mudah digunakan transfer gratis ke rekening manapun bisa sebagai e wallet juga dan aman,5,positive,positive
10 Aug 2024. Kenapa kok nggak bisa download historical record 4 bulan yg lalu,aug kenapa kok nggak bisa download historical record bulan yg lalu,5,positive,positive
"Not so jenius, bad CX",jenius bad cx,1,negative,negative
Aplikasi terbaik,aplikasi terbaik,5,positive,positive
The new update makes everything super slow,new update make everything super slow,1,negative,negative
"After update newest version, app still lagy. cant connect network, login problem, etc.. UI interface not smoot again after app update. last word, POOR UPDATE. Edit: I can't login after update app. Poor IT",update newest version app still lagy cant connect network login problem etc ui interface smoot app update last word poor update edit cant login update app poor,1,negative,negative
Aplikasi sampah. Abis install ulang hp malah jadi gabisa login,aplikasi sampah abis install ulang hp malah jadi gabisa login,1,negative,negative
Selalu kembali ke loading screen ketika mau top up wallet. Please fix👎,selalu kembali ke loading screen ketika mau top wallet please fix,1,negative,negative
"Aplikasi perbankan yg cukup bagus dan memudahkan pengguna. Sesuai namanya, ini aplikasi Jenius yag benar2 jenius 👍",aplikasi perbankan yg cukup bagus dan memudahkan pengguna sesuai namanya ini aplikasi jenius yag benar jenius,5,positive,positive
Aplikasinya bagus mempunyai UI / UX yg simple dan mudah di gunakan,aplikasinya bagus mempunyai ui ux yg simple dan mudah di gunakan,5,positive,positive
Cant reset password an error occurd no error message,cant reset password error occurd error message,1,negative,negative
Login lemot. Transaksi lemot. Padahal sdh update yg baru,login lemot transaksi lemot padahal sdh update yg baru,1,negative,negative
APPS UDAH NGELAG GAJELAS TABUNGAN SAVER YANG KATANYA FREE FEE DAN 6% BUNGA PERTAHUN MALAH BERKURANG SETELAH 1 TAHUN PDHAL SAYA TIDAK PERNAH GANGGU DANA NYA. PINDAH AJA GAJELAS INI APP,apps udah ngelag gajelas tabungan saver yang katanya free fee dan bunga pertahun malah berkurang setelah tahun pdhal saya tidak pernah ganggu dana nya pindah aja gajelas ini app,1,negative,negative
"Registrasi sulit. 5x coba gak berhasil. Telfon call center, menunggu (on the phone, menunggu 2 hari. Ada jawaban katanya ada data yg gak diisi. Setelah diulang lagi, bisa masuk ke tahapan video call, mendapat email, ternyata gak berhasil & tidak dapat diaktifkan. Telfon lagi ke call center, katanya disuruh ke Booth Jenius, atau datang langsung ke Bank BTPN.. JENIUS banget ngerjain orang utk 2 hari registrasi & gagal pula",registrasi sulit x coba gak berhasil telfon call center menunggu phone menunggu hari ada jawaban katanya ada data yg gak diisi setelah diulang lagi bisa masuk ke tahapan video call mendapat email ternyata gak berhasil tidak dapat diaktifkan telfon lagi ke call center katanya disuruh ke booth jenius atau datang langsung ke bank btpn jenius banget ngerjain orang utk hari registrasi gagal pula,1,negative,negative
Jangan gunakan kartu kredit Jenius! Kartu kalian bisa kena unauthorized transaction dari pihak tidak dikenal tanpa diminta OTP lalu pihak Jenius tidak akan memberikan refund!,jangan gunakan kartu kredit jenius kartu kalian bisa kena unauthorized transaction dari pihak tidak dikenal tanpa diminta otp lalu pihak jenius tidak akan memberikan refund,1,negative,negative
Aplikasinya mudah digunakan n recomended banget,aplikasinya mudah digunakan n recomended banget,5,positive,positive
it wrote only need 5 to 15 minutes to activation account but in reality it took a day,wrote need minute activation account reality took day,1,negative,negative
"punya akun dari lama, tapi baru kepikiran mau pakai rutin dari skrg karena banyak pemasukan dari paypal, eh baru diinstal ulang jenius lihat masih ada sisa saldo sekian, mau di sambungin ke paypal(mbanking bukan yg kartu) jebret, ilang Saldonya tadi katanya buat sambungin ke paypal. padahal kalo mbanking gratis kecuali kartu. wkwkwkwk jenius parah, emang bener komen2 belakangan. dikit2 kena charge, padahal belum diapa apain cuma mau nyambungin doang. gajadi dah pake jenius. good bye app lemot",punya akun dari lama tapi baru kepikiran mau pakai rutin dari skrg karena banyak pemasukan dari paypal eh baru diinstal ulang jenius lihat masih ada sisa saldo sekian mau di sambungin ke paypalmbanking bukan yg kartu jebret ilang saldonya tadi katanya buat sambungin ke paypal padahal kalo mbanking gratis kecuali kartu wkwkwkwk jenius parah emang bener komen belakangan dikit kena charge padahal belum diapa apain cuma mau nyambungin doang gajadi dah pake jenius good bye app lemot,1,negative,negative
"The app has been improved, but there are certainly many things to do for the team. I'm glad that now it has the MF account, but there are only very limited choices available. I hope there will be many more choices in the near future and i hope we can buy the gov bond (like ORI/ST/SBR) here. Hopefully the dev and the team could improve the security and smoothness of the app. Thanks",app improved certainly many thing team im glad mf account limited choice available hope many choice near future hope buy gov bond like oristsbr hopefully dev team could improve security smoothness app thanks,4,positive,positive
Can not reset password. Did not receive any SMS.,reset password receive sm,1,negative,negative
Apps UX needs improvement,apps ux need improvement,4,positive,positive
Downgrade sebelumnya dipegang bank BTPN masih bagus. Sangat disayangkan sekarang penurunan jauh banget.,downgrade sebelumnya dipegang bank btpn masih bagus sangat disayangkan sekarang penurunan jauh banget,1,negative,negative
"Loading app semakin cepat, respon fingerprint lebih baik. Pergantian antar screen UI juga membaik, semoga update kedepannya semakin membaik lagi. Karena utk fitur bank sudah baik, sisa masalah UI dan UX nya",loading app semakin cepat respon fingerprint lebih baik pergantian antar screen ui juga membaik semoga update kedepannya semakin membaik lagi karena utk fitur bank sudah baik sisa masalah ui dan ux nya,4,positive,positive
Sangat mudah membuat akun jenius. Hanya dengan handphone saja tanpa bantuan cs. Mudah dan cepat,sangat mudah membuat akun jenius hanya dengan handphone saja tanpa bantuan c mudah dan cepat,5,positive,positive
"Account linked to old device, don't know which one, but the unlink process is so smooth that I can access the account from my new device in very short time. Excellent service. I really hope BTPN already create more good products. Unfortunately, it is still same old same old. Investment only in mutual funds? Come on BTPN.",account linked old device dont know one unlink process smooth access account new device short time excellent service really hope btpn already create good product unfortunately still old old investment mutual fund come btpn,5,positive,positive
Banyak bug banget aplikasinya... Error saat video call untuk verifikasi. Error saat login ulang dan disuruh untuk set kembali pin,banyak bug banget aplikasinya error saat video call untuk verifikasi error saat login ulang dan disuruh untuk set kembali pin,1,negative,negative
"i canceled to open jenius account because cannot do the activation through video call, i have been trying many time and chat the support team but still not resolve the issue.",canceled open jenius account cannot activation video call trying many time chat support team still resolve issue,1,negative,negative
"a lil bit slower than previous UI, and also i cant log out, it keep send me to home after i log out and enter the pin. i need to log out to move the account to another phone",lil bit slower previous ui also cant log keep send home log enter pin need log move account another phone,1,negative,negative
"Alhamdulillah, dengan aplikasi ini sangat dimudahkan dalam urusan perbankannya. Aplikasi mudah diaktifasi dan mudah digunakan.",alhamdulillah dengan aplikasi ini sangat dimudahkan dalam urusan perbankannya aplikasi mudah diaktifasi dan mudah digunakan,5,positive,positive
Good application,good application,5,positive,positive
"Saya sudah uninstall dan memindahkan smua uang dr jenius, soalnya mau log in android gagal terus, automatically logged out :)",saya sudah uninstall dan memindahkan smua uang dr jenius soalnya mau log android gagal terus automatically logged,1,negative,negative
"benar² merasa safe menabung di jenius ini, fitur nya juga lengkap, top up jadi lebih mudah deh",benar merasa safe menabung di jenius ini fitur nya juga lengkap top jadi lebih mudah deh,5,positive,positive
"Sorry I have to give this app 1 star review. So, recently I've moved the genius app to my new phone and suddenly I can't do log in?! I've been trying for so many times, but everything is the same, when I input the OTP numbers, it says ""your session has expired. you are now logged out automatically"" hell! Please do your job properly to fix this problem. And I refuse to go to the branch office, because this is a problem that you guys the developers can fix it. Thank you.",sorry give app star review recently ive moved genius app new phone suddenly cant log ive trying many time everything input otp number say session expired logged automatically hell please job properly fix problem refuse go branch office problem guy developer fix thank,1,negative,negative
Ga nyesel pakai aplikasi jenius ini .. keren !!,ga nyesel pakai aplikasi jenius ini keren,5,positive,positive
Terlalu banyak biaya. Ga seimbang dengan penambahan atm.,terlalu banyak biaya ga seimbang dengan penambahan atm,3,neutral,neutral
Slow Response.. Need To Improve Your Connection,slow response need improve connection,3,neutral,neutral
"From me, i would say, from the time i put my prepaid into account up to nothing prepaid amounts left in account, all credit access remains disable to continue to next page, so it is like so many gates after the first and second gates; then scan qris button surprisingly autoaccessible/auto-operated by them not by my hand. And unsatisfied comments from all users below can not be just revealed by saying apologies nothing proven taking action in improvement by your appl designer/engineers.",would say time put prepaid account nothing prepaid amount left account credit access remains disable continue next page like many gate first second gate scan qris button surprisingly autoaccessibleautooperated hand unsatisfied comment user revealed saying apology nothing proven taking action improvement appl designerengineers,2,negative,negative
"This application is not responding, I can't make transactions.",application responding cant make transaction,1,negative,negative
"Aplikasi ini memudahkan saya untuk menabung, sangat bermanfaat!",aplikasi ini memudahkan saya untuk menabung sangat bermanfaat,5,positive,positive
apk gak mutu setelah dipasang gak bisa dibuka auto pindah yg lain saja,apk gak mutu setelah dipasang gak bisa dibuka auto pindah yg lain saja,1,negative,negative
"aplikasi perbankan digital yang sangat membantu! cuma dengan satu aplikasi saya bisa bertransaksi, mengatur keuangan serta menabung tanpa ribet",aplikasi perbankan digital yang sangat membantu cuma dengan satu aplikasi saya bisa bertransaksi mengatur keuangan serta menabung tanpa ribet,5,positive,positive
Lemotnya sih next level,lemotnya sih next level,2,negative,negative
"VERY troublesome, Tried many times to login, but the apps alway prompt ""session login expired"" after setup the pin.. Please fix it ASAP",troublesome tried many time login apps alway prompt session login expired setup pin please fix asap,1,negative,negative
Ini aplikasi bagus benget untuk menabung dan juga e-wallet yang praktis dan efisien bgt dehh,ini aplikasi bagus benget untuk menabung dan juga ewallet yang praktis dan efisien bgt dehh,5,positive,positive
"""Your session has expired"" setiap selesai membuat pin. Kemudian dikembalikan ke halaman log in, sudah berulang kali dan sampai sekarang belum berhasil log in.",session expired setiap selesai membuat pin kemudian dikembalikan ke halaman log sudah berulang kali dan sampai sekarang belum berhasil log,1,negative,negative
Aplikasi perbankan paling terbaik dan rekomended sekali . Gak nyesel pake jenius 👍,aplikasi perbankan paling terbaik dan rekomended sekali gak nyesel pake jenius,5,positive,positive
"At the first time I loved this app, so many features and everything looks easy, I even promoted this bank to my friends. But recently the app is so laggy, even only open a page it's need to wait for 15-30 seconds. This is not reliable as a banks app. Further more I experienced failure in transferring my money to other bank few days ago. Lucky for me that the amount is small. And I need to wait more than 7 working days for the money credited to my account. I consider to close my bank account.",first time loved app many feature everything look easy even promoted bank friend recently app laggy even open page need wait second reliable bank app experienced failure transferring money bank day ago lucky amount small need wait working day money credited account consider close bank account,2,negative,negative
The admin fee too expensive,admin fee expensive,4,positive,positive
Good👍,good,5,positive,positive
Lemot,lemot,4,positive,positive
FORCE CLOSE MULU KENAPA DAH? TOLONG DONG DIPERBAIKI,force close mulu kenapa dah tolong dong diperbaiki,1,negative,negative
"Hi Jenius, i know the security is very important but could you make this app running faster? Thx",hi jenius know security important could make app running faster thx,4,positive,positive
Sangat keren dan fungsional,sangat keren dan fungsional,5,positive,positive
Tampilan baru membingungkan,tampilan baru membingungkan,1,negative,negative
aplikasi ini bagus banget ga nyesel downloadnya,aplikasi ini bagus banget ga nyesel downloadnya,5,positive,positive
Aplikasi perbankan harus cepat. Kenapa ini tiap buka muncul pop up nyuruh setting QRIS? Saya ga mau pake QRIS dari jenius. Stop pop up ga penting tiap buka Jenius.,aplikasi perbankan harus cepat kenapa ini tiap buka muncul pop nyuruh setting qris saya ga mau pake qris dari jenius stop pop ga penting tiap buka jenius,1,negative,negative
"E-Wallet Jenius emang jenius, transaksi jadi mudah",ewallet jenius emang jenius transaksi jadi mudah,5,positive,positive
"Aplikasi yang UI UX simple, mudah aktivasinya. Online mbanking bisa untuk topup e wallet",aplikasi yang ui ux simple mudah aktivasinya online mbanking bisa untuk topup e wallet,5,positive,positive
"Tiap bulan narik fee, bukannya makon baik tapi malah kebalikannya tapi performance makin turun, buka satu halaman aja lama bgt dah gitu sering banget gagal melakukan transaksi.",tiap bulan narik fee bukannya makon baik tapi malah kebalikannya tapi performance makin turun buka satu halaman aja lama bgt dah gitu sering banget gagal melakukan transaksi,1,negative,negative
Bisa ga revamp app nya jangan pake REACT NATIVE lagi. Ganti pake KMM deh dengan UI yang lebih simple.,bisa ga revamp app nya jangan pake react native lagi ganti pake kmm deh dengan ui yang lebih simple,1,negative,negative
"sudden feesible fee with no prior heads up. laggy app and failed transfer attempts. I HATE the experience A LOT. what the heck was i thinking going back to use this ""jenius"" app again, terrible mistake i wont be making in the future ever again.",sudden feesible fee prior head laggy app failed transfer attempt hate experience lot heck thinking going back use jenius app terrible mistake wont making future ever,1,negative,negative
"Jelek bgt ni app aslii, transaksi nya jg lemottt",jelek bgt ni app aslii transaksi nya jg lemottt,2,negative,negative
bagus namun perlu pembaharuan berkala,bagus namun perlu pembaharuan berkala,4,positive,positive
"Aplikasi jenius ini sangat membantu sekali... Menabung jadi mudah, tidak harus ke bank langsung.. selain itu mempermudah sekali dalam urusan payment dan top up yang anti ribet... Untuk open rekening dan aktivasinya juga sangat mudah dan cepat... really love this app so much",aplikasi jenius ini sangat membantu sekali menabung jadi mudah tidak harus ke bank langsung selain itu mempermudah sekali dalam urusan payment dan top yang anti ribet untuk open rekening dan aktivasinya juga sangat mudah dan cepat really love app much,5,positive,positive
"Cant login, auto logout",cant login auto logout,1,negative,negative
Lambat sekali loading setelah log in,lambat sekali loading setelah log,1,negative,negative
"susah banget mau buka akun aja panjang betul ga siap2 jdi customer males, klo yg lain cuman foto KTP, isi data dah siap cepat, ini panjang betul jdi males",susah banget mau buka akun aja panjang betul ga siap jdi customer male klo yg lain cuman foto ktp isi data dah siap cepat ini panjang betul jdi male,1,negative,negative
"Jenius ini aneh banget, saya mau pindahin aplikasi ke hp baru, disusahin banget sama customer servicenya. Katanya haru telfon untuk unlink device, tapi permintaannya ditolak sampai 3x dan pulsa saya sudah habis sampai 50rb nelfon dan buang2 waktu ngurusin selama 6 jam. Kacau banget sih pelayanannya, mereka ga ngasih tau kenapa permintaannya di tolak, padahal pertanyaannya jga cuman ttg data diri saya doang. Shame on u Jenius, improve ur service please.",jenius ini aneh banget saya mau pindahin aplikasi ke hp baru disusahin banget sama customer servicenya katanya haru telfon untuk unlink device tapi permintaannya ditolak sampai x dan pulsa saya sudah habis sampai rb nelfon dan buang waktu ngurusin selama jam kacau banget sih pelayanannya mereka ga ngasih tau kenapa permintaannya di tolak padahal pertanyaannya jga cuman ttg data diri saya doang shame u jenius improve ur service please,1,negative,negative
Mo verif susah2 amat. Ktp masih bagus padahal,mo verif susah amat ktp masih bagus padahal,1,negative,negative
"I've been the loyal user of the app since 2018. I'm glad that the app is always improving. Now, I don't see anything that might make the app become slowdown.",ive loyal user app since im glad app always improving dont see anything might make app become slowdown,5,positive,positive
Good e wallet,good e wallet,5,positive,positive
Works nice now,work nice,5,positive,positive
"Cukup lah, memburuk dari waktu ke waktu. Aplikasi semakin lama semakin ingin dipaksa jadi ""kekinian"" sampe harus semuanya ada transisi dan efek, makin berat ke pengguna handphone yang sederhana. Aplikasi yg sering terputus & sistem jaringan yg sering offline. Kurleb itu aja, mohon di simplifikasi lagi aplikasinya, ini makin lama makin lemot dipake.",cukup lah memburuk dari waktu ke waktu aplikasi semakin lama semakin ingin dipaksa jadi kekinian sampe harus semuanya ada transisi dan efek makin berat ke pengguna handphone yang sederhana aplikasi yg sering terputus sistem jaringan yg sering offline kurleb itu aja mohon di simplifikasi lagi aplikasinya ini makin lama makin lemot dipake,3,neutral,neutral
"aplikasi bank digital paling aneh, mau pindah akun aja ribet bgt",aplikasi bank digital paling aneh mau pindah akun aja ribet bgt,1,negative,negative
"Jenius app UI UX simple, elegant and very useful nice aplications for young generations for saving money for the future.",jenius app ui ux simple elegant useful nice aplications young generation saving money future,5,positive,positive
"Aplikasinya bagus dan lengkap buat menabung dan transaksi berbagai aplikasi seperti netflix, spotify dan lainnya.",aplikasinya bagus dan lengkap buat menabung dan transaksi berbagai aplikasi seperti netflix spotify dan lainnya,5,positive,positive
"mempermudah buat top up ke berbagai aplikasii, suka bangett✨✨✨",mempermudah buat top ke berbagai aplikasii suka bangett,5,positive,positive
Aplikasi lemot,aplikasi lemot,1,negative,negative
One of the best digital banking ever!,one best digital banking ever,5,positive,positive
"aktivasinya gampang, gampang bgt buat org2 yg mau menabung di e-wallet dan untuk membayar aplikasi2 seperti topup netflix dan spotify.",aktivasinya gampang gampang bgt buat org yg mau menabung di ewallet dan untuk membayar aplikasi seperti topup netflix dan spotify,5,positive,positive
"wow aktivasi di jenius ternyata lumayan cepet ya, jdi gaperlu lama2 nunggu buat nabung deh",wow aktivasi di jenius ternyata lumayan cepet ya jdi gaperlu lama nunggu buat nabung deh,5,positive,positive
Baru buka aplikasinya lagi. Kok jadi malah lemot ya daripada sebelumnya. pas pindah2 menu terlalu lama. apa karna terlalu banyak fitur? mohon diperbaiki lagi untuk sisa bintang 2 nya,baru buka aplikasinya lagi kok jadi malah lemot ya daripada sebelumnya pa pindah menu terlalu lama apa karna terlalu banyak fitur mohon diperbaiki lagi untuk sisa bintang nya,3,neutral,neutral
"Pembaharuan di aplikasi Ajaib yang sekarang ngebantu banget dalam mobile banking nya. Belom lagi pendaftatan Netflix, Spotify sama top up nya yang jadi lebih mudah. Udah cara daftar nya gampang banget, sebagai designer UI/UX yang diberikan juga bagus dan mudah dipahami",pembaharuan di aplikasi ajaib yang sekarang ngebantu banget dalam mobile banking nya belom lagi pendaftatan netflix spotify sama top nya yang jadi lebih mudah udah cara daftar nya gampang banget sebagai designer uiux yang diberikan juga bagus dan mudah dipahami,5,positive,positive
Capekkk keep closing terus,capekkk keep closing terus,1,negative,negative
Bug Cannot login really annoying It say my login session exp evrytime i tried to login Nvr ever have this exp with other bank bfore so bad Please fix this asap,bug cannot login really annoying say login session exp evrytime tried login nvr ever exp bank bfore bad please fix asap,1,negative,negative
"Good aplication, easy to use",good aplication easy use,5,positive,positive
Aplikasi yang sangat bermanfaat,aplikasi yang sangat bermanfaat,5,positive,positive
"Aplikasi perbankan. Saya pengguna lama, tidak bisa login. Sesi habis. Call centre tidak responsif.",aplikasi perbankan saya pengguna lama tidak bisa login sesi habis call centre tidak responsif,1,negative,negative
Stupid app. Can't login after I reset my phone. No info about who to ask for help.,stupid app cant login reset phone info ask help,1,negative,negative
"After sale service jenius is very disappointed. Saya benar-benar terperangkap rayuan marketing, ujungnya mengecewakan.",sale service jenius disappointed saya benarbenar terperangkap rayuan marketing ujungnya mengecewakan,1,negative,negative
Atur keuangan lebih mudah pake jenius,atur keuangan lebih mudah pake jenius,5,positive,positive
"rekomended banget aplikasi ini,dengan fitur yang lengkap dan tidak mengecewakan.",rekomended banget aplikasi inidengan fitur yang lengkap dan tidak mengecewakan,5,positive,positive
"Aplikasinya lemot, CSnya slow res. Gakbanget pelayanannya. Marketing doang kenceng. Mending pake bank digital lain",aplikasinya lemot csnya slow re gakbanget pelayanannya marketing doang kenceng mending pake bank digital lain,1,negative,negative
App rusak ga bisa konfirmasi pin pas daftar,app rusak ga bisa konfirmasi pin pa daftar,1,negative,negative
menabung online menjasi lebih simple dan mudah,menabung online menjasi lebih simple dan mudah,5,positive,positive
Aplikasi lemot.,aplikasi lemot,1,negative,negative
"Can't login, session expired...",cant login session expired,1,negative,negative
Ga bs unlink buat pindah ke device baru.. kosongin saldo.. pindah bank.. drpd saldonya nyangkut... Hahhaha..,ga b unlink buat pindah ke device baru kosongin saldo pindah bank drpd saldonya nyangkut hahhaha,1,negative,negative
"Help centre not very helpful, keep delaying deadline for troubleshooting",help centre helpful keep delaying deadline troubleshooting,1,negative,negative
saya suka aplikasi ini. aplikasi ini sangat mudah digunakan dan sangat membantu. Aplikasi digital jenius yang bisa bikin kita jenius. Sangat direkomendasikan bagi yang ingin menjadi jenius.,saya suka aplikasi ini aplikasi ini sangat mudah digunakan dan sangat membantu aplikasi digital jenius yang bisa bikin kita jenius sangat direkomendasikan bagi yang ingin menjadi jenius,5,positive,positive
I don't know why but the application is so slow and had to refresh and exit a few times. Jadi ribet bertransaksi padahal butuh cepat untuk melakukan itu.,dont know application slow refresh exit time jadi ribet bertransaksi padahal butuh cepat untuk melakukan itu,1,negative,negative
"Lemot banget astaga, gk bisa ngapa2in app nya gk usable 🙃",lemot banget astaga gk bisa ngapain app nya gk usable,1,negative,negative
Always your session expired every time I login. Why?,always session expired every time login,1,negative,negative
"berguna banget buat saya yang pake spotify, memudahkan pembayaran spotify dengan Jenius, e-wallet paling mudah digunakan di Indonesia 👍",berguna banget buat saya yang pake spotify memudahkan pembayaran spotify dengan jenius ewallet paling mudah digunakan di indonesia,5,positive,positive
"Sorry for 1 star I try to login multiple times. I've already input my email, password, OTP, and PIN. But the apps keep display ""Session Expired, please relogin..."". I'm facing this issue more than 1 month. Does the developer has not fix the issue? What should do? Fortunately I have moved all my asset to another mobile banking platform...",sorry star try login multiple time ive already input email password otp pin apps keep display session expired please relogin im facing issue month developer fix issue fortunately moved asset another mobile banking platform,1,negative,negative
Mobile banking dan e wallet favorit aku! Aktivasinya jg gampang banget,mobile banking dan e wallet favorit aku aktivasinya jg gampang banget,5,positive,positive
"aplikasinya ok banget, membantu saya dalama menabung juga",aplikasinya ok banget membantu saya dalama menabung juga,5,positive,positive
"Terlalu lama loadingnya, pdhal fiturenya bagus..",terlalu lama loadingnya pdhal fiturenya bagus,4,positive,positive
"aplikasi digital pintar, hanya jenius, perbankan online no ribet ribet",aplikasi digital pintar hanya jenius perbankan online ribet ribet,5,positive,positive
"Cannot login, session has expired . . . always expired. You guys are taking more for your services but this is what we got ? . . . We can't login you stupid ! 🤬",cannot login session expired always expired guy taking service got cant login stupid,1,negative,negative
"Aplikasi yang sangat user friendly, banyak fitur menarik yang tersedia",aplikasi yang sangat user friendly banyak fitur menarik yang tersedia,5,positive,positive
"After 3rd attempt registering my mother account with stable internet but the operator is have bad internet I give up,, even my old account with all data I have cannot login, really bad developer or company",rd attempt registering mother account stable internet operator bad internet give even old account data cannot login really bad developer company,1,negative,negative
"Cannot login, always session expired after enter PIN. How is this basic function error pass QA test..",cannot login always session expired enter pin basic function error pas qa test,1,negative,negative
Cannot login into app at all 🤬,cannot login app,5,positive,positive
"mobile banking yang anak muda banget, ui simple yang mudah digunakan bagi anak muda",mobile banking yang anak muda banget ui simple yang mudah digunakan bagi anak muda,5,positive,positive
Saya ingin login dengan akun lama saya tapi setelah input password selalu gagal mengatakan sesi anda telah berakhir,saya ingin login dengan akun lama saya tapi setelah input password selalu gagal mengatakan sesi anda telah berakhir,1,negative,negative
"aplikasi mbanking yang mudah digunakan, keren banget",aplikasi mbanking yang mudah digunakan keren banget,5,positive,positive
Putting this again because jenius delete my review 3 times. Unlink device feature really not helpful at all. Got my money stuck at maxi saver,putting jenius delete review time unlink device feature really helpful got money stuck maxi saver,1,negative,negative
PARAH! LOADINGNYA LAMA BANGET BYANGETTT! NGGA BIKIN SALDO NAMBAH JUGA. WAH PARAH NIH BANK PLAT MERAH!,parah loadingnya lama banget byangettt ngga bikin saldo nambah juga wah parah nih bank plat merah,1,negative,negative
"Proses unlink device sangat menyulitkan, sampai saat ini saya tidak bisa masuk ke dalam aplikasi",prose unlink device sangat menyulitkan sampai saat ini saya tidak bisa masuk ke dalam aplikasi,1,negative,negative
"Setelah ganti hp,pada saat login dan set kode hp selalu sesi telah berakhir dan ga bisa login",setelah ganti hppada saat login dan set kode hp selalu sesi telah berakhir dan ga bisa login,1,negative,negative
You cant activate an account remotely. Need to go to their service center. Why even wasting time hiring customer service just to fake register?,cant activate account remotely need go service center even wasting time hiring customer service fake register,1,negative,negative
cacat nnajis lama jangan download apk nya busuk!,cacat nnajis lama jangan download apk nya busuk,1,negative,negative
"Aplikasi yang bagus , e-wallet yang sangat berguna untuk seharj hari",aplikasi yang bagus ewallet yang sangat berguna untuk seharj hari,5,positive,positive
"Mantap akhirnya gw bisa bayar pake VISA. Impian gw dari masa kecil bisa bayar pake VISA, karena dulu masih kecil main game mau apa-apa kehalang terus sama pembayaran VISA dan cc Mastercard. Akhirnya gw bisa balas dendam. 😈 Daftar juga ga ribet, seluruh proses online. Udah dipake 2 minggu ini buat bertransaksi VISA aman tidak ada kendala. Sangat mempermudah sekali khususnya untuk yg ingin melakukan pembayaran VISA.",mantap akhirnya gw bisa bayar pake visa impian gw dari masa kecil bisa bayar pake visa karena dulu masih kecil main game mau apaapa kehalang terus sama pembayaran visa dan cc mastercard akhirnya gw bisa balas dendam daftar juga ga ribet seluruh prose online udah dipake minggu ini buat bertransaksi visa aman tidak ada kendala sangat mempermudah sekali khususnya untuk yg ingin melakukan pembayaran visa,5,positive,positive
"Same complain like the others. Suddenly cant login, didnt even change to a new phone.",complain like others suddenly cant login didnt even change new phone,3,neutral,neutral
"Jenius emang gausah diragukan lagi sih, semuanya bisa dibayar lewat jenius contohnya bayar e wallet, mbanking, netflix, spotify dan masih banyak aplikasi lainnya. Dan proses nya juga mudah trus tidak ribet gitu lohh, Mantap banget jenius emang. Semoga sukses selalu ya jenius.",jenius emang gausah diragukan lagi sih semuanya bisa dibayar lewat jenius contohnya bayar e wallet mbanking netflix spotify dan masih banyak aplikasi lainnya dan prose nya juga mudah trus tidak ribet gitu lohh mantap banget jenius emang semoga sukses selalu ya jenius,5,positive,positive
Top Up apa aja menjadi lebih mudah pakai Jenius,top apa aja menjadi lebih mudah pakai jenius,5,positive,positive
"I can't login when I change my device. I always got kicked out and it says ""login has expired etc"". Please fix this! Your latest update is useless.",cant login change device always got kicked say login expired etc please fix latest update useless,1,negative,negative
